,day,factor,required,delivery,percents,num_vehicle,carbon_emission(kg)
0,2,2,20.16,20.16,100.0,2,4.261609490354784
0,3,2,6.5,6.5,100.0,3,1.3202647880111207
0,4,2,219.6,219.6,100.0,15,54.862714648916466
0,5,2,279.44,279.44,100.0,18,66.34210953592998
0,6,2,183.38,183.38,100.0,12,47.95449939357527
0,7,2,281.45,249.06,88.49,16,68.41013301857015
0,8,2,235.8,235.8,100.0,14,61.66401162656805
0,9,2,267.84,258.84,96.64,16,60.74899947337373
0,10,2,228.96,228.96,100.0,15,55.90866357694609
0,11,2,236.74,236.74,100.0,17,62.53869434587206
0,12,2,259.1,259.1,100.0,17,75.0183860734685
0,13,2,283.46,283.46,100.0,18,72.80159097408763
0,14,2,28.2,28.2,100.0,3,8.373714077089284
0,15,2,75.6,75.6,100.0,4,20.574082311452955
0,16,2,7.2,7.2,100.0,1,0.9399855725038194
0,17,2,338.26,331.83,98.1,18,66.69938912239856
0,18,2,193.68,193.68,100.0,13,40.51718386861656
0,19,2,185.47,185.47,100.0,14,39.563010561877775
0,20,2,227.88,227.88,100.0,14,59.0765897112531
0,21,2,28.63,28.63,100.0,3,8.418049413193238
0,22,2,54.0,54.0,100.0,3,13.153256798212134
0,23,2,224.78,216.68,96.4,15,53.39432290853792
0,24,2,385.06,368.47,95.69,21,73.5739241752598
0,25,2,175.68,175.68,100.0,11,41.89419502000689
0,26,2,168.98,168.98,100.0,11,38.1383752089261
0,27,2,253.08,250.47,98.97,18,65.4925828613046
0,28,2,3.05,3.05,100.0,1,0.7252626802670213
0,29,2,302.66,289.25,95.57,20,72.42341819348586
0,30,2,298.08,296.8,99.57,21,67.78510312811252
0,31,2,254.52,254.52,100.0,18,64.22047961199092
0,32,2,216.58,216.58,100.0,17,62.88191847430293
0,33,2,333.72,296.19,88.75,18,70.99287775264666
0,34,2,27.17,27.17,100.0,3,7.306563350747698
0,35,2,273.6,271.8,99.34,17,56.4338398968063
0,36,2,250.92,250.92,100.0,17,55.66158538470588
0,37,2,287.5,285.85,99.43,18,61.1351652632792
0,38,2,221.88,221.88,100.0,15,48.72580632090556
0,39,2,210.6,208.5,99.0,15,49.79166974658165
0,40,2,2.59,2.59,100.0,2,0.5801849077185806
0,41,2,41.76,41.76,100.0,2,8.991891353014164
0,42,2,348.34,341.46,98.02,21,76.75993865260013
0,43,2,291.24,291.24,100.0,16,51.17282500502148
0,44,2,209.3,209.3,100.0,17,39.141767367258126
0,45,2,250.06,249.41,99.74,16,46.9707692234698
0,46,2,33.84,33.84,100.0,2,8.445462474079545
0,47,2,59.04,59.04,100.0,4,11.193012208097512
0,48,2,222.12,222.12,100.0,16,45.19301080083237
0,49,2,387.22,379.48,98.0,26,73.52646448364851
0,50,2,361.8,361.8,100.0,26,73.7134039411551
0,51,2,273.6,273.6,100.0,17,51.74162737774697
0,52,2,355.32,355.32,100.0,26,63.211860448723606
0,53,2,38.98,38.98,100.0,4,9.754522064916765
0,54,2,34.2,34.2,100.0,1,9.846572474313952
0,55,2,244.56,244.56,100.0,19,41.76436005473506
0,56,2,287.14,287.14,100.0,20,53.052017065206826
0,57,2,270.72,267.05,98.64,17,50.15195800733773
0,58,2,264.0,264.0,100.0,19,36.76592987242945
0,59,2,270.72,266.0,98.26,18,49.88589416166514
0,60,2,51.7,51.7,100.0,6,13.289446819257398
0,61,2,33.84,33.84,100.0,3,10.634260084894166
0,62,2,249.12,248.12,99.6,18,63.811223018457234
0,63,2,254.52,248.31,97.56,19,51.325720471285635
0,64,2,274.46,274.46,100.0,18,58.346537098515455
0,65,2,270.84,270.84,100.0,18,45.461004370909144
0,66,2,274.46,274.46,100.0,19,66.32233124342412
0,67,2,51.0,51.0,100.0,5,8.368484157181424
0,68,2,311.73,299.2,95.98,19,51.73489573910482
0,69,2,358.56,353.31,98.54,25,79.56444125134033
0,70,2,299.16,299.16,100.0,19,74.0825049598947
0,71,2,254.64,254.64,100.0,18,62.351703888516674
0,72,2,346.32,344.67,99.52,22,46.692162780744354
0,73,2,68.4,68.4,100.0,6,12.70787216667279
0,74,2,44.64,44.64,100.0,4,10.69927106141098
0,75,2,217.22,217.22,100.0,18,44.60577989572033
0,76,2,385.56,359.06,93.13,23,80.28291313413779
0,77,2,275.4,264.1,95.9,20,64.6720771124113
0,78,2,247.08,245.28,99.27,16,60.19087466044554
0,79,2,256.54,256.54,100.0,20,46.82550071479389
0,80,2,24.41,24.41,100.0,3,5.723756981996261
0,81,2,57.6,57.6,100.0,3,12.695486632543977
0,82,2,261.69,261.69,100.0,20,50.25698726625706
0,83,2,363.53,352.8,97.05,27,70.93701783993576
0,84,2,306.0,294.18,96.14,21,63.39617103841
0,85,2,349.32,316.2,90.52,23,64.82811475004628
0,86,2,229.32,229.32,100.0,17,46.0791664211838
0,87,2,44.64,44.64,100.0,3,9.922924477575258
0,88,2,8.64,8.64,100.0,1,2.3313346312179064
0,89,2,275.76,275.76,100.0,20,47.8716546873405
0,90,2,277.78,277.78,100.0,20,53.13894197422887
0,91,2,270.0,270.0,100.0,21,58.42622601437995
0,92,2,304.68,299.27,98.22,18,53.132984934730594
