date,hashcode,arrival time,departure time,required energy
20210211,5092175384433619388,37,11,25.2
20210211,-5032868257875194131,9,11,14.4
20210211,-6682883399122277774,26,13,14.4
20210211,-4304432489298355294,43,16,3.72
20210211,-5032868257875194131,14,15,10.8
20210211,-3807651148422241957,15,16,7.2
20210212,-5117977818912866300,5,7,14.4
20210212,-333394643682494087,6,9,25.2
20210212,-6895670320955208391,6,10,28.8
20210212,5676425991215679769,6,10,5.76
20210212,-3178076031790810270,6,8,14.4
20210212,-8800005105942951559,6,9,25.2
20210212,-1135287161356782367,36,7,7.2
20210212,-5432639813448727208,51,15,11.88
20210212,-6461814495394118895,7,9,14.4
20210212,2585196749829987991,7,12,7.92
20210212,5751648566796612478,38,10,10.8
20210212,5092175384433619388,9,12,21.6
20210212,-3946710094207837487,10,11,7.2
20210212,2291482751783646085,49,20,1.44
20210212,2291482751783646085,50,22,14.4
20210213,6987318350019114177,14,15,2.2
20210213,6987318350019114177,19,18,0.39
20210215,5676425991215679769,6,10,5.76
20210215,2291482751783646085,14,19,36.0
20210216,-5117977818912866300,5,7,14.4
20210216,-333394643682494087,6,9,25.2
20210216,-6895670320955208391,6,10,28.8
20210216,5676425991215679769,6,10,5.76
20210216,-8800005105942951559,6,14,11.52
20210216,-1135287161356782367,36,7,7.2
20210216,-6461814495394118895,7,9,14.4
20210216,2585196749829987991,7,12,7.92
20210216,-3178076031790810270,7,9,18.0
20210216,-2105045978067981104,37,16,12.24
20210216,-3946710094207837487,9,10,7.2
20210216,6100942379803521874,19,16,54.0
20210216,3718741780888569009,54,11,14.4
20210216,5448709080137302862,10,15,36.58
20210216,5092175384433619388,25,13,21.6
20210216,2473968520053471680,12,18,8.64
20210216,8248346431092248260,42,14,14.4
20210216,-7631734720817692176,57,15,18.0
20210216,2291482751783646085,13,20,10.08
20210216,5751648566796612478,13,14,10.8
20210216,-3807651148422241957,15,16,7.2
20210217,-5117977818912866300,5,7,14.4
20210217,-333394643682494087,6,10,28.8
20210217,-6895670320955208391,6,10,28.8
20210217,5676425991215679769,6,10,5.76
20210217,-8800005105942951559,6,10,28.8
20210217,-1135287161356782367,36,7,7.2
20210217,-1793815564369325227,7,11,28.8
20210217,-6461814495394118895,7,9,14.4
20210217,2585196749829987991,7,12,7.92
20210217,-2105045978067981104,52,15,11.16
20210217,5410612690468526969,39,11,14.4
20210217,5092175384433619388,41,14,21.6
20210217,-6682883399122277774,42,14,14.4
20210217,7921145478050918603,13,15,14.4
20210217,2291482751783646085,14,19,36.0
20210217,-6682883399122277774,44,16,14.4
20210218,-7541479289461229116,0,6,8.64
20210218,-5117977818912866300,5,7,14.4
20210218,-333394643682494087,6,9,25.2
20210218,-6895670320955208391,6,10,28.8
20210218,5676425991215679769,6,10,5.76
20210218,-8800005105942951559,6,9,21.6
20210218,-1135287161356782367,36,7,7.2
20210218,-5432639813448727208,51,15,11.88
20210218,-3178076031790810270,7,12,7.2
20210218,-6461814495394118895,7,9,14.4
20210218,2585196749829987991,7,12,7.92
20210218,5092175384433619388,52,10,21.6
20210218,6847355682937288167,12,13,7.2
20210218,8248346431092248260,43,14,7.2
20210218,6987318350019114177,14,15,2.3
20210218,-3807651148422241957,15,16,7.2
20210218,5751648566796612478,15,16,10.8
20210219,-7541479289461229116,0,6,8.64
20210219,-5117977818912866300,5,7,14.4
20210219,-6895670320955208391,6,10,28.8
20210219,5676425991215679769,6,10,5.76
20210219,-8800005105942951559,6,11,7.92
20210219,-1135287161356782367,36,7,7.2
20210219,-5432639813448727208,36,15,12.24
20210219,-6461814495394118895,7,9,14.4
20210219,2585196749829987991,7,12,7.92
20210219,-3178076031790810270,8,9,9.58
20210219,5751648566796612478,38,10,10.8
20210219,5410612690468526969,25,14,28.8
20210219,-8800005105942951559,41,14,18.0
20210219,5092175384433619388,56,15,28.8
20210219,2291482751783646085,14,19,39.6
20210219,-3807651148422241957,44,15,7.2
20210220,-7541479289461229116,0,6,8.64
20210220,2291482751783646085,44,18,25.2
20210221,-7541479289461229116,0,6,8.64
20210221,5751648566796612478,39,10,7.2
20210221,8567126691916760858,11,13,14.4
20210221,-333394643682494087,15,19,28.8
20210222,-7541479289461229116,0,6,8.64
20210222,-5117977818912866300,5,7,14.4
20210222,-333394643682494087,6,9,25.2
20210222,-6895670320955208391,6,10,28.8
20210222,5676425991215679769,6,10,5.76
20210222,-8800005105942951559,6,14,11.88
20210222,-1135287161356782367,36,7,7.2
20210222,-6461814495394118895,7,9,14.4
20210222,2585196749829987991,7,12,7.92
20210222,-2105045978067981104,37,15,11.52
20210222,7921145478050918603,9,11,14.4
20210222,5410612690468526969,10,13,21.6
20210222,8567126691916760858,13,15,14.4
20210222,-3807651148422241957,45,16,7.2
20210222,2291482751783646085,45,17,14.4
20210222,2291482751783646085,47,19,14.4
20210223,-649538573264654976,0,2,14.4
20210223,-7541479289461229116,0,6,8.64
20210223,-649538573264654976,2,3,10.8
20210223,-5117977818912866300,5,7,14.4
20210223,-333394643682494087,6,9,25.2
20210223,-6895670320955208391,6,10,28.8
20210223,5676425991215679769,6,10,5.76
20210223,-8800005105942951559,6,15,12.96
20210223,-3178076031790810270,6,8,18.0
20210223,-1135287161356782367,36,7,7.2
20210223,-1793815564369325227,7,11,28.8
20210223,-2105045978067981104,7,15,12.24
20210223,-6461814495394118895,7,9,14.4
20210223,2585196749829987991,7,12,7.92
20210223,5092175384433619388,23,11,21.6
20210223,2473968520053471680,9,17,11.52
20210223,-3946710094207837487,9,10,7.2
20210223,-152860818020396042,39,11,14.4
20210223,-5032868257875194131,39,13,28.8
20210223,3718741780888569009,39,13,25.2
20210223,5448709080137302862,40,15,32.98
20210223,-152860818020396042,41,12,7.2
20210223,6847355682937288167,42,13,7.2
20210223,-6461814495394118895,13,15,3.6
20210223,5751648566796612478,13,14,10.8
20210223,-3807651148422241957,15,16,7.2
20210224,-649538573264654976,0,2,14.4
20210224,-7541479289461229116,0,6,8.64
20210224,-649538573264654976,2,3,10.8
20210224,-5117977818912866300,5,7,14.4
20210224,-333394643682494087,6,10,28.8
20210224,-6895670320955208391,6,10,28.8
20210224,5676425991215679769,6,10,5.76
20210224,-8800005105942951559,6,11,7.92
20210224,-1135287161356782367,36,7,7.2
20210224,-2105045978067981104,7,15,12.24
20210224,-6461814495394118895,7,9,14.4
20210224,2585196749829987991,7,12,7.92
20210224,-3790371143371377667,37,15,11.52
20210224,5092175384433619388,37,10,21.6
20210224,5751648566796612478,38,10,10.8
20210224,-3946710094207837487,9,10,7.2
20210224,5410612690468526969,10,13,21.6
20210224,8567126691916760858,40,12,14.4
20210224,-3178076031790810270,11,12,7.2
20210224,-8800005105942951559,56,14,16.2
20210224,4876867253410653446,12,14,14.4
20210224,-3807651148422241957,14,15,7.2
20210224,-6682883399122277774,14,16,14.4
20210224,4523361646459172057,15,16,7.2
20210224,2291482751783646085,26,20,32.4
20210224,-6682883399122277774,46,18,14.4
20210225,-649538573264654976,0,2,14.4
20210225,-7541479289461229116,0,6,8.64
20210225,-649538573264654976,2,3,10.8
20210225,-5117977818912866300,5,7,14.4
20210225,-333394643682494087,6,9,25.2
20210225,-6895670320955208391,6,10,28.8
20210225,-8800005105942951559,6,9,21.6
20210225,-1135287161356782367,36,7,7.2
20210225,-5432639813448727208,36,15,12.24
20210225,-3178076031790810270,7,12,7.2
20210225,-6461814495394118895,7,9,14.4
20210225,2585196749829987991,7,12,7.92
20210225,8567126691916760858,9,11,14.4
20210225,-3790371143371377667,11,15,28.8
20210225,5092175384433619388,26,14,21.6
20210225,-4517257386803469926,14,15,7.2
20210225,2291482751783646085,15,19,28.8
20210226,-649538573264654976,0,2,14.4
20210226,-7541479289461229116,0,6,8.64
20210226,-649538573264654976,2,3,10.8
20210226,-5117977818912866300,5,7,14.4
20210226,-333394643682494087,6,9,25.2
20210226,-6895670320955208391,6,10,28.8
20210226,5676425991215679769,6,10,5.76
