Supply 01/01/2021,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,
0.3146772157367639,0.31607431076196285,0.31559136722703357,0.3151007612211281,0.3152245661901767,0.31524185285961936,0.31549927044163395,0.3156786135892997,0.31557883109731877,0.3156018789471019,0.31568962313528637,0.31568207175645463,0.3155965271782943,0.31625368564469347,0.31615444832713124,0.31579366824491645,0.31597648026305886,0.3160525306574788,0.31615713563482467,0.31629756668861314,0.31638881872013985,0.31631851302037733,0.3165147397809295,0.31656073086494935,0.31621327216980305,0.31668528807697,0.3167444524749548,0.3164335405181449,0.3165150919989299,0.3165830797771998,0.3167345193624104,0.31692781049468843,0.31701279760583134,0.3170340480566742,0.317278729283773,0.3173918214566043,0.3171532646084257,0.3179334938277108,0.31804305531984656,0.31781021430816037,0.3179597347729037,0.31803340426689974,0.31788617037479655,0.31799914934527274,0.31808005017303653,0.31802373370116016,0.3181792748926887,0.31826412906410484,0.3178052122201126,0.3174341843164127,0.3174454768908066,0.317572980075917,0.31780249999561944,0.3179969132413742,0.3178791431216168,0.3183489265444895,0.31846670024523976,0.31841635095801807,0.3184261294920458,0.3183521882421855,0.31724038055591014,0.31747773451431194,0.3177684870274288,0.3183413566113129,0.3188854309312462,0.3193631017652614,0.31901683573267736,0.31983057318503594,0.31997764018299263,0.31986993236210853,0.3198096956595786,0.3194536654791802,0.31681570080705085,0.3170754424271949,0.3164374653483644,0.3160708871130607,0.31615670275521995,0.31572676295690294,0.3137844744604592,0.31300104605621815,0.3113258068963751,0.30884784859197956,0.3066941612035262,0.30383850673630486,0.2992440448653817,0.2986048025435259,0.2948357680473624,0.2901128447952792,0.28586011470204714,0.28102238784978545,0.2756476401083094,0.27071980405490426,0.26506159752200564,0.25986440712791004,0.25536925424416995,0.2501952334983911,0.24449141823574694,0.2423863815355775,0.2378842517142354,0.2327524567841519,0.2283212818719345,0.2241701071331292,0.22073596750708702,0.2181193033678113,0.21526274054993236,0.21240121098242964,0.21034883265746243,0.20789789731093825,0.20501011023388294,0.20354383262405076,0.20174417639316145,0.19960775162064287,0.1980242838202909,0.19645891568276255,0.1952697070796116,0.19438315951294438,0.19324729926777204,0.19197878435391028,0.19103421672669602,0.18985839669676102,0.18847882451968864,0.18882847402897526,0.18795198128043625,0.1869508548023165,0.18596151109356926,0.18479498569178035,0.18421956681457805,0.18395183759904543,0.18333145865438819,0.18284585926915126,0.18217749171451814,0.18160826497916893,0.18107063237615345,0.18156202194004642,0.18139610382440044,0.1810033337506092,0.18043184302306245,0.1800239720293168,0.17986540544934954,0.17959313319106696,0.17925827912502296,0.17836770286715156,0.1788229804690071,0.17864455084560407,0.17849714717113416,0.17857365494392677,0.1783297196534383,0.1779396278086064,0.1775702944690594,0.17731534036541668,0.17738518107167617,0.17717267695680491,0.17700543572821884,0.17715302498091193,0.17729457656429345,0.17750613113865746,0.17792266400362416,0.17816533336682688,0.1783755530000618,0.17869204564523525,0.17835163623457578,0.17832560786895338,0.17867289283252782,0.17893047628089398,0.17955038182379524,0.18010778882744427,0.18045826758865777,0.18110858710213765,0.18181710567132756,0.18245316210600168,0.18311676734581292,0.18363641988222593,0.18368206805127973,0.18408424105592436,0.1848002867174755,0.18557511285059422,0.18659855775453907,0.18812260306980505,0.18901719843073733,0.19048392488366894,0.19238571080586406,0.19383823009174347,0.19564028512735168,0.1976554212560489,0.19860044905162075,0.20000477074602688,0.2023212438977027,0.20493017458804477,0.20708854981384872,0.2096467618010917,0.21209001862315716,0.21503327262548885,0.21870142537096127,0.2202807925914637,0.22295421021155057,0.22578926054785736,0.2274596753340931,0.22985622145547388,0.23244461438166342,0.23563174516842628,0.23816185823431954,0.2408183024474475,0.2437517418594577,0.24666437236821812,0.24923664143643828,0.2501949546979818,0.2520789996542076,0.2549414117660835,0.2569950121387152,0.25973957329693237,0.26219868447984507,0.2655795189307568,0.26815202048442066,0.27087363838453116,0.27390419627822465,0.27696618139529744,0.2800450811992434,0.28155909219145936,0.28372670489685414,0.2865863841601033,0.28915346021201505,0.2919076559945634,0.29449181170000727,0.2980138884516558,0.30028984872662967,0.3024711345418995,0.3051058656735233,0.3074162092209393,0.3093885737319356,0.31057436807806255,0.3114921915666318,0.3125398106347255,0.3136712603205494,0.3146058620510336,0.3154985733598433,0.3164000844245178,0.31662487515185467,0.3173137596460809,0.31779896272208435,0.31791365579469905,0.3183665386636738,0.3184078903156814,0.317850978930442,0.3178560301180756,0.3178964384239507,0.31788202220870415,0.31842841271379263,0.318323936951602,0.3180018304852026,0.31839792349917134,0.31854277234460365,0.3186022720623318,0.3183301846005736,0.31859207272465334,0.31800024508674674,0.3179896552445324,0.31801718972778353,0.31807790258679974,0.3185761963561301,0.31850503537050256,0.3181474814189226,0.3185441939710478,0.3187323800263645,0.31865197717984994,0.3195317533332845,0.31889493740837477,0.31863861257966486,0.31856762482269335,0.31866462283238345,0.3187231686720236,0.31917210492350184,0.3189956217218638,0.3184314272052807,0.3184671327266302,0.31847488645341115,0.31832917304810304,0.3183175665666589,0.3176462108771581,0.3169593317444147,0.316475949701761,0.3164815182762112,0.316383968342359,0.3166463378230227,0.31650696091611596,0.3163673003219051,0.31647536351210565,0.3165416505753462
