,day,factor,required,delivery,percents,num_vehicle,carbon_emission(kg)
0,1,-1,20.16,20.16,100.0,2,4.313192398649133
0,2,-1,6.5,6.5,100.0,3,1.3115379524844943
0,3,-1,219.6,218.35,99.43,15,54.53274243723226
0,4,-1,279.44,270.43,96.78,18,63.353611798537536
0,5,-1,183.38,183.38,100.0,12,48.48775181521652
0,6,-1,281.45,229.69,81.61,16,63.65890632925358
0,7,-1,235.8,217.55,92.26,14,56.81291834335528
0,8,-1,267.84,244.93,91.45,16,57.25196924929757
0,9,-1,228.96,228.56,99.83,15,58.886077639039335
0,10,-1,236.74,227.45,96.08,17,60.28144341940428
0,11,-1,259.1,238.7,92.13,17,69.3308525546746
0,12,-1,283.46,269.75,95.16,18,69.84315692647176
0,13,-1,28.2,28.2,100.0,3,8.365847791737773
0,14,-1,75.6,75.6,100.0,4,20.652022095006647
0,15,-1,7.2,7.2,100.0,1,0.9385860092140992
0,16,-1,338.26,279.51,82.63,18,56.486822416557054
0,17,-1,193.68,178.51,92.17,13,37.450914526185606
0,18,-1,185.47,177.02,95.44,14,37.9220039876555
0,19,-1,227.88,220.06,96.57,14,57.11107555962103
0,20,-1,28.63,28.63,100.0,3,8.393686317521286
0,21,-1,54.0,54.0,100.0,3,13.146595963601458
0,22,-1,224.78,216.68,96.4,15,55.2274938509713
0,23,-1,385.06,347.07,90.13,21,69.25902140480042
0,24,-1,175.68,164.65,93.72,11,39.14215685593022
0,25,-1,168.98,148.15,87.67,11,33.819367612972265
0,26,-1,253.08,198.03,78.25,18,52.135906992104985
0,27,-1,3.05,3.05,100.0,1,0.7286016936325005
0,28,-1,302.66,243.31,80.39,20,61.5741454530867
0,29,-1,298.08,259.92,87.2,21,61.21080612278645
0,30,-1,254.52,232.2,91.23,18,59.34885818179391
0,31,-1,216.58,195.87,90.44,17,57.11098870299182
0,32,-1,333.72,238.86,71.57,18,58.983637438552684
0,33,-1,27.17,27.17,100.0,3,7.300942325682571
0,34,-1,273.6,239.83,87.66,17,49.90672141052745
0,35,-1,250.92,225.74,89.96,17,50.72054292420965
0,36,-1,287.5,242.87,84.48,18,52.85312295749205
0,37,-1,221.88,186.54,84.07,15,42.37090410932403
0,38,-1,210.6,169.54,80.5,15,42.045294543838125
0,39,-1,2.59,2.59,100.0,2,0.5720893784073187
0,40,-1,41.76,41.76,100.0,2,9.52335727640894
0,41,-1,348.34,270.3,77.6,21,62.66644418694222
0,42,-1,291.24,255.0,87.56,16,45.22273063603788
0,43,-1,209.3,174.17,83.22,17,33.99668133379633
0,44,-1,250.06,233.99,93.57,16,44.17429688991232
0,45,-1,33.84,33.84,100.0,2,8.438678987535788
0,46,-1,59.04,59.04,100.0,4,11.013434792929296
0,47,-1,222.12,205.58,92.55,16,42.86580506215679
0,48,-1,387.22,278.94,72.04,26,58.02923175288633
0,49,-1,361.8,307.76,85.06,26,64.88935003446707
0,50,-1,273.6,253.96,92.82,17,49.12101550381832
0,51,-1,355.32,311.37,87.63,26,57.22506409855213
0,52,-1,38.98,38.98,100.0,4,9.737885383699012
0,53,-1,34.2,34.2,100.0,1,9.839869172541242
0,54,-1,244.56,205.85,84.17,19,36.0151432193008
0,55,-1,287.14,251.55,87.61,20,47.569699041586574
0,56,-1,270.72,237.97,87.9,17,45.12977381181405
0,57,-1,264.0,215.14,81.49,19,31.39146422868268
0,58,-1,270.72,238.72,88.18,18,46.062482934175925
0,59,-1,51.7,51.7,100.0,6,13.235132678387629
0,60,-1,33.84,33.84,100.0,3,10.683772626612898
0,61,-1,249.12,219.32,88.04,18,57.21605403515414
0,62,-1,254.52,204.75,80.45,19,43.6325366312661
0,63,-1,274.46,242.54,88.37,18,53.94601725553172
0,64,-1,270.84,227.66,84.06,18,39.434774671160916
0,65,-1,274.46,247.62,90.22,19,60.512538937366116
0,66,-1,51.0,51.0,100.0,5,8.406617098562453
0,67,-1,311.73,250.57,80.38,19,45.89260467769039
0,68,-1,358.56,278.23,77.6,25,65.07348898658678
0,69,-1,299.16,256.26,85.66,19,64.63500603003884
0,70,-1,254.64,221.66,87.05,18,54.80197386391641
0,71,-1,346.32,303.59,87.66,22,42.331049183868544
0,72,-1,68.4,68.4,100.0,6,12.724477323634066
0,73,-1,44.64,44.64,100.0,4,10.736686096750587
0,74,-1,217.22,210.37,96.85,18,45.36086805770752
0,75,-1,385.56,317.82,82.43,23,71.12879087205344
0,76,-1,275.4,219.69,79.77,20,54.89125167641165
0,77,-1,247.08,220.77,89.35,16,54.20321998971908
0,78,-1,256.54,239.52,93.37,20,44.271746194086006
0,79,-1,24.41,24.41,100.0,3,5.709581816812945
0,80,-1,57.6,57.6,100.0,3,12.68407764730067
0,81,-1,261.69,209.32,79.99,20,42.53335071601732
0,82,-1,363.53,306.76,84.38,27,62.59286000851725
0,83,-1,306.0,263.83,86.22,21,56.13494590020981
0,84,-1,349.32,267.71,76.64,23,56.04241068415879
0,85,-1,229.32,205.48,89.6,17,41.96598667037903
0,86,-1,44.64,44.64,100.0,3,9.910757791783304
0,87,-1,8.64,8.64,100.0,1,2.335419849629472
0,88,-1,275.76,234.06,84.88,20,42.41800487501654
0,89,-1,277.78,277.78,100.0,20,54.29441762515409
0,90,-1,270.0,255.71,94.71,21,55.88783677336383
0,91,-1,304.68,299.27,98.22,18,53.12768831075141
0,92,-1,343.58,310.05,90.24,22,44.59110532964947
0,93,-1,21.6,21.6,100.0,2,5.948963796775555
0,94,-1,14.4,14.4,100.0,1,1.4436542611560839
0,95,-1,341.28,285.38,83.62,20,45.03355318600636
0,96,-1,318.24,287.51,90.34,18,42.137469575694055
0,97,-1,329.18,286.49,87.03,22,40.87261871259751
0,98,-1,322.82,272.1,84.29,21,36.78197491872963
0,99,-1,383.76,293.24,76.41,24,38.095013096839274
0,100,-1,50.16,50.16,100.0,6,9.011625552662101
0,101,-1,106.42,106.42,100.0,7,15.41786327232725
