Supply 11/13/2021,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,
Renewables,2342,2359,2423,2498,2508,2509,2506,2485,2459,2443,2437,2431,2445,2387,2386,2413,2426,2434,2422,2421,2431,2447,2454,2464,2485,2501,2506,2510,2526,2551,2571,2592,2611,2616,2614,2622,2643,2645,2644,2644,2651,2646,2641,2643,2649,2651,2658,2660,2660,2657,2653,2653,2660,2666,2669,2668,2672,2678,2683,2685,2691,2709,2718,2717,2719,2719,2714,2711,2712,2760,2782,2785,2780,2772,2776,2779,2811,2837,2917,3031,3200,3320,3530,3823,4198,4613,5055,5518,5930,6362,6821,7287,7758,8186,8528,8866,9214,9357,9628,9824,10072,10211,10197,10146,10132,10191,10019,10001,10137,10540,10721,10831,10978,10894,10998,10873,10867,10995,11139,11237,11326,11467,11566,11563,11706,11865,12097,12221,12269,12307,12291,12295,12395,12402,12413,12431,12486,12507,12526,12586,12614,12692,12733,12774,12775,12740,12754,12808,12844,12884,12902,12864,12907,12886,12863,12837,12801,12742,12793,12800,12801,12798,12804,12803,12773,12752,12812,12799,12788,12807,12776,12717,12606,12503,12405,12300,12175,12007,11787,11537,11210,10882,10534,10114,9655,9172,8654,8126,7571,7003,6452,5893,5337,4803,4329,3888,3492,3235,2974,2813,2668,2522,2478,2455,2399,2336,2288,2276,2276,2268,2261,2253,2248,2247,2250,2253,2258,2256,2264,2276,2289,2295,2303,2304,2305,2306,2310,2302,2294,2295,2296,2296,2295,2293,2299,2303,2302,2295,2286,2280,2274,2268,2262,2261,2265,2267,2268,2264,2264,2273,2264,2258,2260,2250,2231,2227,2221,2219,2222,2241,2256,2252,2245,2243,2251,2254,2274,2286,2285,2287,2288,2291,2288,2294,2301,2306,2302,2303,2308,2299,2291,2287,2292,2296,2303,2301,2292,2286,
Natural gas,9924,9966,9944,9776,9616,9411,9372,9245,9174,9134,9108,9119,9092,9025,8941,8788,8586,8461,8366,8452,8374,8328,8313,8217,8023,8025,8138,8092,8002,8067,8067,8094,8095,8067,8016,7934,7806,7690,7570,7580,7576,7589,7600,7580,7590,7575,7617,7689,7783,7980,7881,7943,8022,8021,8036,8013,8037,8065,8063,8080,8037,8050,8079,8044,7982,8066,8026,8111,8187,8168,8145,8149,8151,8258,8128,8100,8167,8041,8040,8090,8072,8005,7831,7730,7708,7863,7637,7312,7056,6881,6722,6843,6716,6650,6609,6606,6372,6188,5929,5788,5669,5568,5465,5515,5549,5542,5547,5490,5470,5607,5696,5602,5507,5747,5760,5650,5662,5646,5728,5690,5731,5787,5867,5873,5861,5811,5811,5781,5803,5811,5804,5809,5749,5937,5966,5901,5910,5916,5898,5802,5817,5817,5776,5769,5738,5768,5818,5924,5955,5959,5963,6032,5896,5927,5963,6000,6137,6240,6306,6424,6447,6405,6431,6459,6407,6311,6331,6350,6348,6237,6245,6293,6229,6181,6266,6405,6534,6709,6784,7009,7429,7910,8172,8431,8593,8994,9579,10086,10426,10712,10600,10461,10669,10215,10585,10727,11005,11270,11424,11568,11637,11700,11743,11937,11960,11867,11869,11884,11952,11896,11827,11783,11777,11783,11795,11737,11723,11523,11596,11538,11328,11297,11273,11145,11084,11094,11057,11133,11219,11092,11242,11237,11134,11142,11110,10988,10938,11002,10779,10778,10783,10752,10824,10820,10814,10805,10824,10722,10688,10682,10741,10782,10810,10733,10727,10704,10688,10668,10678,10653,10605,10591,10507,10394,10294,10400,10368,10265,10103,9968,9887,9698,9450,9382,9273,9152,8980,8699,8531,8332,8211,8146,8093,8058,7969,7902,7840,7784
Large hydro,848,760,756,762,782,772,774,775,774,780,779,777,773,773,765,767,763,765,764,763,769,770,767,765,763,717,708,718,700,702,697,703,700,704,702,707,706,731,733,730,728,730,730,730,727,724,738,812,825,900,914,1070,1092,1060,1109,1097,1079,1095,1055,1091,1128,1126,1147,1152,1073,1084,1040,907,903,906,904,905,901,1048,1139,1134,1148,1086,1057,1038,1035,1043,1043,1031,1012,987,1112,1143,1186,1169,969,878,866,864,870,850,825,890,873,890,849,818,821,820,818,830,832,830,775,483,459,441,378,417,463,465,464,414,427,413,389,353,344,343,349,341,316,279,267,247,247,325,150,20,38,40,35,36,38,40,52,33,-18,15,27,-18,-61,-31,12,18,-10,29,32,43,25,25,59,50,37,36,35,26,36,51,67,53,57,66,58,30,40,132,446,434,410,401,387,434,467,460,471,743,869,886,890,886,891,906,921,932,963,1068,1525,1631,1723,1756,1782,1794,1884,1914,1917,1952,1889,1853,1784,1932,2000,2026,2133,2202,2202,2194,2155,2106,2138,2137,2110,2196,2154,2144,2119,2122,2116,2113,2084,2111,2106,2046,1996,1844,1795,1812,1786,1784,1752,1623,1617,1628,1550,1548,1532,1357,1325,1303,1293,1282,1279,1263,1264,1275,1281,1254,1235,1173,1205,1195,1159,1153,1147,1145,1143,1142,1142,1123,1080,962,927,908,894,899,889,887,876,874,876,887,888,839,823,823,849,882,878,885,880,879,875,863
Imports,7487,7497,7475,7569,7633,7693,7614,7645,7666,7619,7559,7525,7486,7556,7605,7674,7772,7832,7881,7750,7707,7713,7667,7729,7793,7757,7696,7614,7606,7614,7587,7493,7454,7470,7491,7493,7553,7582,7519,7485,7444,7430,7449,7460,7453,7467,7408,7135,6894,6583,6698,6615,6417,6466,6436,6507,6490,6457,6518,6528,6558,6601,6621,6660,6792,6819,6907,7021,7035,7091,7097,7110,7270,7193,7253,7330,7300,7355,7374,7318,7205,7003,6771,6769,6585,6143,5779,5633,5591,5524,5377,5123,4880,4720,4628,4541,4439,4536,4585,4466,4499,4535,4672,4780,4837,4716,4827,4913,4869,5070,5043,4907,4903,4856,4615,4660,4602,4538,4370,4250,4146,4103,3952,3940,3793,3657,3537,3445,3422,3377,3381,3302,3349,3457,3389,3329,3210,3208,3163,3093,3129,3124,3213,3200,3189,3310,3433,3374,3297,3251,3280,3286,3238,3282,3317,3361,3425,3511,3528,3468,3496,3549,3533,3543,3513,3440,3491,3511,3533,3521,3611,3535,3358,3449,3536,3511,3535,3544,3712,3812,3791,3753,3927,4206,4440,4570,4607,4774,5106,5328,5762,6318,6700,6868,6962,7326,7463,7626,7650,7703,7820,7875,8006,8016,8270,8311,8372,8475,8400,8411,8461,8544,8550,8568,8425,8368,8336,8571,8581,8555,8704,8680,8626,8728,8730,8643,8606,8530,8387,8540,8535,8427,8469,8415,8377,8547,8568,8416,8631,8619,8519,8592,8615,8564,8538,8501,8438,8454,8464,8398,8291,8289,8225,8277,8225,8165,8154,8146,8079,8033,8001,7951,7969,7990,8016,7872,7824,7823,7867,7878,7917,8025,8184,8171,8164,8150,8187,8389,8491,8569,8616,8510,8452,8387,8344,8345,8339,8276
Batteries,-82,-89,-110,-115,-89,-48,-41,-45,-47,-45,-44,-57,-63,-98,-101,-97,-99,-100,-142,-104,-107,-143,-146,-144,-94,-83,-145,-67,-74,-145,-151,-139,-157,-191,-178,-178,-146,-113,-51,-34,-37,-53,-87,-104,-116,-126,-113,-20,42,121,81,41,75,51,48,48,51,55,53,53,61,104,126,142,147,124,121,123,129,132,129,120,56,101,127,78,84,101,71,51,52,105,155,33,9,18,172,104,-21,-95,-134,-229,-245,-372,-472,-627,-570,-523,-494,-484,-531,-530,-547,-616,-640,-635,-623,-622,-666,-741,-771,-677,-753,-746,-756,-690,-671,-707,-735,-767,-766,-806,-792,-778,-777,-765,-802,-782,-791,-743,-713,-708,-676,-588,-580,-527,-530,-523,-455,-383,-427,-436,-459,-435,-437,-500,-564,-607,-588,-593,-582,-544,-438,-458,-436,-470,-580,-623,-649,-652,-621,-555,-525,-519,-414,-300,-368,-325,-283,-168,-142,-65,-95,-70,-61,-50,-51,-9,23,73,110,-16,-142,-58,34,31,39,84,268,664,852,975,890,856,810,805,824,830,835,844,854,862,847,848,798,854,885,908,926,944,921,881,886,927,979,985,957,667,670,663,638,641,616,585,591,578,550,551,535,383,330,343,337,333,325,326,321,331,318,303,312,291,253,243,239,219,223,207,185,173,98,36,30,82,103,82,118,64,39,32,32,27,19,17,16,16,17,48,71,55,15,11,11,-4,4,10,15,13,6,11,13,28,37,39,66,27,27,23
Nuclear,2268,2267,2267,2268,2268,2267,2267,2268,2269,2269,2270,2269,2269,2269,2269,2268,2269,2270,2269,2270,2270,2270,2270,2270,2269,2270,2269,2269,2269,2269,2269,2269,2268,2268,2268,2268,2268,2268,2267,2267,2267,2268,2268,2268,2268,2268,2268,2268,2268,2268,2269,2268,2267,2269,2268,2269,2269,2269,2268,2269,2270,2270,2270,2269,2270,2271,2270,2270,2271,2270,2271,2270,2270,2271,2270,2270,2271,2271,2271,2271,2271,2272,2271,2272,2272,2272,2270,2271,2270,2271,2270,2270,2271,2269,2270,2270,2269,2269,2269,2268,2269,2269,2270,2268,2268,2268,2268,2268,2269,2268,2269,2269,2269,2268,2269,2267,2267,2268,2269,2268,2268,2267,2267,2268,2268,2268,2268,2269,2269,2268,2269,2269,2269,2268,2269,2267,2268,2267,2267,2267,2267,2267,2267,2267,2266,2268,2267,2267,2267,2266,2266,2267,2267,2266,2267,2267,2267,2267,2267,2266,2266,2267,2267,2268,2268,2268,2267,2268,2268,2268,2267,2268,2268,2268,2268,2268,2267,2267,2267,2267,2268,2267,2267,2267,2267,2267,2266,2267,2266,2266,2267,2266,2266,2266,2265,2266,2266,2266,2267,2267,2267,2267,2267,2267,2267,2267,2268,2267,2267,2268,2266,2267,2268,2267,2268,2267,2267,2267,2267,2267,2267,2266,2267,2267,2267,2267,2266,2267,2267,2265,2266,2266,2265,2266,2266,2266,2266,2266,2266,2266,2266,2266,2265,2265,2266,2266,2266,2266,2266,2267,2266,2267,2267,2268,2267,2267,2269,2268,2268,2267,2267,2268,2267,2268,2268,2267,2268,2268,2268,2268,2268,2268,2268,2268,2268,2268,2268,2268,2267,2267,2266,2267,2267,2267,2267,2267,2267,2266
Coal,9,9,9,9,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,12,11,11,11,11,12,12,11,11,11,12,11,12,11,11,11,10,11,11,10,10,10,10,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,10,10,11,11,11,11,11,11,11,11,10,11,11,11,10,10,10,10,10,10,10,10,10,11,11,11,11,11,12,11,10,11,11,11,11,10,10,10,10,10,10,11,10,10,10,10,11,11,11,10,10,10,10,10,10,9,10,10,10,10,10,10,10,11,10,10,10,10,10,10,9,9,9,9,9,9,9,10,10,10,10,10,9,10,9,10,10,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,10,10,10,10,10,9,10,10,10,10,10,10,10,10,11,10,9,9,9,10,9,10,9,9,9,9,10,10,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,9,9,10,10,10,10,10,11,10,8,10,10,10,10,9,9,9,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
