Supply 12/30/2021,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,
Renewables,3509,3497,3496,3486,3486,3487,3482,3482,3481,3477,3485,3492,3513,3526,3535,3509,3498,3507,3514,3500,3484,3481,3484,3473,3465,3484,3494,3502,3488,3462,3450,3460,3471,3470,3453,3437,3455,3431,3402,3403,3401,3391,3382,3387,3386,3358,3337,3328,3328,3355,3405,3416,3435,3453,3448,3465,3480,3499,3502,3503,3505,3512,3527,3522,3505,3497,3494,3500,3492,3467,3440,3435,3419,3408,3391,3361,3337,3323,3326,3330,3352,3362,3373,3409,3450,3489,3543,3596,3626,3642,3659,3684,3761,3869,3941,4011,4102,4213,4394,4613,4772,4891,4960,5028,5045,5107,5220,5397,5571,5674,5802,5968,6253,6480,6678,6636,6501,6442,6381,6507,6780,7101,7307,7360,7434,7543,7362,7290,7356,7487,7517,7451,7420,7592,7829,8004,7969,7931,7963,8234,8498,8692,8711,8604,8605,8514,8464,8624,8766,8783,8566,8479,8404,8304,8356,8496,8499,8650,8866,8904,8776,8605,8554,8662,8698,8527,8497,8353,8294,8597,8763,8723,8703,8601,8431,8403,8202,8144,8100,7908,7680,7314,7110,7067,6853,6554,6292,5992,5714,5442,5135,4915,4618,4412,4145,3949,3778,3636,3486,3370,3262,3192,3135,3105,3100,3067,3049,3034,3063,3111,3132,3112,3123,3114,3102,3100,3116,3124,3114,3099,3117,3144,3160,3168,3206,3226,3243,3260,3283,3279,3271,3288,3312,3310,3298,3274,3259,3237,3226,3236,3250,3273,3321,3348,3363,3380,3384,3379,3379,3396,3404,3403,3414,3431,3472,3517,3535,3539,3537,3535,3570,3591,3590,3581,3583,3588,3578,3570,3572,3558,3551,3565,3599,3634,3663,3668,3589,3540,3574,3559,3572,3599,3617,3625,3613,3611,3600,3579,
Natural gas,8874,9062,9300,9259,8913,8663,8740,8776,8632,8611,8599,8564,8431,8463,8511,8436,8359,8234,8100,8109,7997,7945,7981,8025,8012,8130,8152,8108,8250,8336,8290,8199,8059,8053,8035,7956,7945,8152,8235,8211,8162,8174,8077,8187,8302,8266,8284,8207,8281,8327,8337,8325,8299,8359,8358,8311,8239,8312,8422,8466,8515,8600,8653,8616,8470,8437,8521,8721,8920,9038,9086,9169,9236,9462,9534,9665,9792,9900,9962,9978,10001,10076,10087,10121,10146,10241,10331,10370,10437,10432,10445,10561,10573,10493,10506,10480,10627,10763,10830,10787,10946,10998,11008,10988,10863,10809,10758,10707,10740,10561,10551,10500,10476,10599,10547,10533,10473,10421,10413,10433,10309,10329,10523,10278,9960,9879,9825,9709,9678,9652,9704,9739,9710,9714,9657,9530,9436,9415,9492,9427,9365,9197,9122,9146,9262,9422,9499,9452,9296,9301,9418,9469,9423,9497,9456,9356,9428,9272,9087,9014,9085,9058,9070,8923,8760,8874,8976,8995,9017,8943,8765,8864,8703,8643,8703,8626,8710,8753,8918,9033,9105,9436,9375,9365,9357,9606,9908,10096,10292,10553,10778,10902,10983,10879,10566,10506,10692,10832,10970,11148,11229,11361,11629,11713,11758,11731,11670,11726,11781,11829,11856,11788,11728,11663,11715,11604,11642,11793,11718,11761,11762,11794,11787,11734,11723,11679,11680,11626,11614,11669,11735,11591,11537,11539,11546,11534,11521,11566,11635,11621,11614,11670,11649,11639,11603,11589,11576,11548,11562,11567,11554,11525,11547,11704,11683,11705,11776,11771,11745,11640,11539,11503,11428,11337,11193,10986,10766,10467,10281,10144,10082,10122,10196,10093,10088,9985,9921,9849,9774,9652,9484,9352,9345,9197,9099,9033,8868,8842
Large hydro,1272,1213,1124,1111,1138,1180,1123,1104,1104,1108,1110,1111,1107,1090,1042,1031,1032,1024,1020,1018,1010,1019,1022,1023,1015,1019,1030,1018,1017,1022,1022,1028,1025,1033,1031,1027,1023,1034,1041,1012,1029,1037,1046,1042,1038,1028,1025,1034,1048,1105,1141,1156,1155,1154,1148,1148,1157,1144,1137,1150,1203,1208,1235,1240,1248,1251,1276,1289,1266,1241,1265,1290,1282,1366,1387,1393,1392,1468,1528,1546,1537,1540,1555,1583,1589,1584,1587,1579,1605,1601,1601,1602,1607,1580,1603,1587,1535,1501,1446,1397,1407,1396,1385,1389,1411,1401,1390,1353,1275,1173,1162,1154,1147,1113,1076,1065,1064,1068,1069,1047,1008,985,981,994,987,976,997,1008,1001,993,996,1013,1013,1012,998,988,996,1015,1019,994,971,952,944,961,973,969,975,974,968,968,977,988,981,1002,1009,978,989,1041,1056,1056,1073,1078,1074,1058,1046,1058,1069,1064,1048,1045,1045,1045,1063,1069,1078,1087,1084,1083,1077,1108,1172,1276,1350,1343,1324,1346,1347,1348,1345,1348,1355,1393,1561,2071,2392,2471,2512,2538,2553,2560,2574,2577,2597,2588,2582,2675,2706,2723,2703,2713,2714,2774,2867,2873,2901,2893,2902,2956,2913,2921,2892,2887,2881,2870,2856,2839,2834,2829,2785,2608,2558,2592,2582,2579,2582,2583,2574,2566,2565,2558,2483,2268,2164,2146,2120,2125,2145,2154,2140,2136,2121,2108,2065,1896,1808,1803,1824,1823,1821,1822,1810,1791,1807,1825,1791,1549,1461,1406,1392,1411,1378,1328,1296,1278,1269,1249,1218,1262,1289,1282,1293,1293,1278,1265,1263,1271,1251,1259
Imports,8581,8531,8383,8346,8587,8625,8469,8460,8457,8420,8410,8406,8491,8454,8407,8467,8586,8643,8663,8595,8685,8673,8646,8631,8560,8473,8410,8363,8383,8388,8331,8378,8403,8357,8304,8303,8222,8219,8159,8162,8119,8188,8085,8150,8087,8161,8208,8197,8218,7964,7890,7830,7872,7873,7882,7864,7811,7815,7803,7796,7753,7788,7792,7869,8080,8169,8199,8065,7964,7948,8025,8031,8112,8147,8236,8263,8281,8218,8200,8257,8237,8308,8260,8280,8298,8398,8395,8392,8329,8414,8381,8254,8216,8225,8231,8153,8042,7944,7801,7689,7660,7539,7471,7439,7426,7378,7328,7222,7169,7406,7396,7334,7263,7101,6925,6869,6774,6746,6754,6609,6459,6400,6279,6263,6247,6193,6212,6299,6173,6131,6001,5970,5905,5950,5823,5741,5784,5868,5802,5665,5543,5453,5476,5572,5412,5286,5237,4975,4829,4814,4896,4915,5063,5152,5039,5195,5207,5112,5088,4927,4732,4821,4965,5008,5053,5110,5138,5234,5276,5153,5099,5164,5191,5239,5351,5421,5471,5593,5591,5750,5887,5714,5849,6107,6459,6615,6616,6773,6881,7026,7145,7432,7618,7596,7812,8057,8175,8309,8456,8544,8701,8769,8661,8643,8775,8874,9056,9129,9172,9186,9262,9405,9469,9539,9468,9613,9631,9129,9084,9074,9056,9029,9010,9050,9109,9139,9109,9120,9096,9114,9119,9193,9279,9308,9283,9328,9335,9328,9250,9231,9233,9153,9082,9061,9053,9025,9002,9046,9016,8950,8867,8852,8804,8601,8488,8552,8498,8456,8510,8619,8615,8553,8539,8508,8591,8759,8971,9173,9245,9256,9185,9097,8981,8900,8738,8739,8717,8664,8566,8577,8629,8579,8517,8522,8491,8520,8612,8528
Batteries,-85,-135,-177,-154,-131,-116,-152,-156,-141,-152,-200,-201,-205,-218,-223,-228,-295,-269,-255,-241,-262,-252,-330,-333,-323,-372,-375,-343,-488,-510,-470,-474,-440,-445,-419,-380,-361,-448,-446,-435,-392,-439,-314,-463,-420,-454,-394,-391,-424,-284,-281,-236,-255,-286,-247,-188,-114,-177,-177,-169,-157,-115,-90,-66,-63,-70,-80,-57,-40,-36,-34,-39,-34,59,110,121,116,125,72,64,143,127,194,170,121,158,163,105,117,120,156,168,192,125,140,129,126,141,226,160,40,11,-5,49,80,76,71,22,-43,-101,-139,-153,-375,-413,-401,-391,-238,-239,-262,-275,-268,-443,-517,-427,-381,-391,-280,-270,-257,-312,-332,-306,-292,-372,-407,-381,-350,-407,-430,-517,-516,-499,-548,-553,-531,-583,-530,-445,-378,-432,-441,-429,-458,-438,-382,-534,-571,-515,-552,-428,-262,-260,-332,-308,-272,-254,-327,-303,-318,-330,-317,-294,-205,-130,-84,-44,22,-66,-103,-134,-135,10,-15,-90,-101,-107,-85,-60,-55,-36,-41,-78,-90,38,91,89,86,97,113,134,153,192,291,428,453,554,596,673,731,742,740,664,636,616,645,538,537,757,771,763,765,763,757,683,658,652,649,636,638,622,613,558,491,436,406,354,335,317,305,283,257,512,580,570,592,574,530,442,408,388,375,356,335,504,498,293,237,187,89,34,20,22,4,-5,-61,-5,-17,-4,54,66,64,-27,-46,-27,-28,-33,-35,-41,-57,-68,-39,-34,-74,-63,-77,-106,-111,-101
Nuclear,2269,2269,2269,2269,2267,2267,2266,2267,2268,2267,2266,2268,2268,2267,2267,2267,2267,2267,2267,2268,2266,2267,2267,2267,2267,2268,2267,2267,2267,2268,2267,2267,2267,2266,2267,2267,2267,2267,2267,2267,2267,2268,2267,2268,2268,2267,2268,2267,2268,2267,2267,2267,2267,2268,2267,2267,2268,2268,2268,2267,2268,2268,2267,2268,2267,2267,2267,2268,2269,2268,2268,2268,2268,2268,2268,2268,2268,2267,2268,2268,2268,2268,2268,2268,2268,2268,2268,2268,2268,2268,2268,2268,2268,2268,2268,2268,2269,2268,2269,2267,2268,2268,2268,2268,2268,2268,2268,2267,2268,2268,2267,2267,2268,2268,2268,2268,2268,2268,2268,2268,2268,2267,2268,2267,2266,2267,2267,2267,2267,2267,2268,2268,2267,2267,2267,2267,2266,2267,2266,2266,2267,2267,2266,2266,2266,2265,2265,2265,2266,2266,2266,2266,2266,2265,2265,2265,2265,2265,2265,2265,2265,2265,2266,2265,2266,2265,2265,2266,2266,2266,2266,2266,2266,2266,2266,2266,2266,2266,2266,2266,2266,2266,2266,2266,2266,2265,2266,2265,2267,2265,2265,2265,2266,2265,2265,2265,2264,2265,2266,2266,2266,2265,2266,2266,2265,2266,2265,2266,2266,2266,2266,2265,2266,2266,2265,2265,2265,2265,2265,2265,2266,2266,2265,2266,2266,2266,2266,2266,2266,2266,2265,2265,2265,2265,2265,2265,2266,2265,2265,2266,2266,2266,2266,2265,2266,2266,2266,2266,2266,2265,2265,2265,2265,2266,2266,2265,2265,2266,2265,2265,2266,2265,2266,2265,2266,2265,2265,2265,2265,2265,2267,2266,2266,2266,2265,2266,2266,2266,2266,2266,2266,2266,2265,2266,2266,2266,2265,2266
Coal,19,19,19,20,20,18,17,18,18,17,16,16,16,16,16,16,17,17,17,17,17,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,19,20,20,20,20,20,20,20,20,20,20,20,19,19,18,18,18,19,19,19,19,18,18,19,19,19,19,19,20,20,20,17,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,14,14,13,13,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,15,20,20,18,18,19,19,19,19,20,20,20,19,18,19,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,19,20,19,19,19,19,18,18,18,18,18,18,18,18,18,19,18,18,18,18,18,18,18,19,19,19,19,19,18,18,18,19,18,19,18,19,18,18,19,18,18,18,19,19,19,19,19,18,18,19,19,18,18,19,19,19,19,20,19,19,18,19,19,18,19,19,19,19,18,18,18,18,18,18,19
Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
