INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2021-08-02T03:00:00-00:00,2021-08-02T04:00:00-00:00,1,2021-08-01,21,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5625.25,DAM,1
2021-08-01T14:00:00-00:00,2021-08-01T15:00:00-00:00,1,2021-08-01,8,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3446.2,DAM,1
2021-08-01T13:00:00-00:00,2021-08-01T14:00:00-00:00,1,2021-08-01,7,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3288.75,DAM,1
2021-08-01T15:00:00-00:00,2021-08-01T16:00:00-00:00,1,2021-08-01,9,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3668.67,DAM,1
2021-08-01T19:00:00-00:00,2021-08-01T20:00:00-00:00,1,2021-08-01,13,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5026.06,DAM,1
2021-08-01T12:00:00-00:00,2021-08-01T13:00:00-00:00,1,2021-08-01,6,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3353.05,DAM,1
2021-08-01T18:00:00-00:00,2021-08-01T19:00:00-00:00,1,2021-08-01,12,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4666.02,DAM,1
2021-08-01T22:00:00-00:00,2021-08-01T23:00:00-00:00,1,2021-08-01,16,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5981.78,DAM,1
2021-08-01T16:00:00-00:00,2021-08-01T17:00:00-00:00,1,2021-08-01,10,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3962.16,DAM,1
2021-08-01T20:00:00-00:00,2021-08-01T21:00:00-00:00,1,2021-08-01,14,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5389.83,DAM,1
2021-08-02T01:00:00-00:00,2021-08-02T02:00:00-00:00,1,2021-08-01,19,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,6160.5,DAM,1
2021-08-01T07:00:00-00:00,2021-08-01T08:00:00-00:00,1,2021-08-01,1,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4034.37,DAM,1
2021-08-01T08:00:00-00:00,2021-08-01T09:00:00-00:00,1,2021-08-01,2,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3815.8,DAM,1
2021-08-02T00:00:00-00:00,2021-08-02T01:00:00-00:00,1,2021-08-01,18,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,6321.99,DAM,1
2021-08-01T10:00:00-00:00,2021-08-01T11:00:00-00:00,1,2021-08-01,4,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3511.14,DAM,1
2021-08-02T02:00:00-00:00,2021-08-02T03:00:00-00:00,1,2021-08-01,20,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5854.58,DAM,1
2021-08-02T06:00:00-00:00,2021-08-02T07:00:00-00:00,1,2021-08-01,24,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4462.37,DAM,1
2021-08-01T09:00:00-00:00,2021-08-01T10:00:00-00:00,1,2021-08-01,3,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3639.24,DAM,1
2021-08-01T11:00:00-00:00,2021-08-01T12:00:00-00:00,1,2021-08-01,5,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3410.08,DAM,1
2021-08-02T05:00:00-00:00,2021-08-02T06:00:00-00:00,1,2021-08-01,23,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4840.91,DAM,1
2021-08-01T17:00:00-00:00,2021-08-01T18:00:00-00:00,1,2021-08-01,11,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4304.31,DAM,1
2021-08-01T21:00:00-00:00,2021-08-01T22:00:00-00:00,1,2021-08-01,15,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5724.7,DAM,1
2021-08-01T23:00:00-00:00,2021-08-02T00:00:00-00:00,1,2021-08-01,17,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,6225.6,DAM,1
2021-08-02T04:00:00-00:00,2021-08-02T05:00:00-00:00,1,2021-08-01,22,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5245.33,DAM,1
2021-08-01T08:00:00-00:00,2021-08-01T09:00:00-00:00,1,2021-08-01,2,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1803.49,DAM,2
2021-08-02T04:00:00-00:00,2021-08-02T05:00:00-00:00,1,2021-08-01,22,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2606.09,DAM,2
2021-08-02T00:00:00-00:00,2021-08-02T01:00:00-00:00,1,2021-08-01,18,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3328.9,DAM,2
2021-08-02T01:00:00-00:00,2021-08-02T02:00:00-00:00,1,2021-08-01,19,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3258.51,DAM,2
2021-08-01T07:00:00-00:00,2021-08-01T08:00:00-00:00,1,2021-08-01,1,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1963.26,DAM,2
2021-08-01T12:00:00-00:00,2021-08-01T13:00:00-00:00,1,2021-08-01,6,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1535.17,DAM,2
