INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2021-01-01T12:00:00-00:00,2021-01-01T13:00:00-00:00,1,2021-01-01,5,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3093.75,DAM,1
2021-01-02T07:00:00-00:00,2021-01-02T08:00:00-00:00,1,2021-01-01,24,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2872.42,DAM,1
2021-01-01T22:00:00-00:00,2021-01-01T23:00:00-00:00,1,2021-01-01,15,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2388.58,DAM,1
2021-01-01T23:00:00-00:00,2021-01-02T00:00:00-00:00,1,2021-01-01,16,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2491.29,DAM,1
2021-01-02T00:00:00-00:00,2021-01-02T01:00:00-00:00,1,2021-01-01,17,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2864.88,DAM,1
2021-01-02T04:00:00-00:00,2021-01-02T05:00:00-00:00,1,2021-01-01,21,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3202.82,DAM,1
2021-01-01T09:00:00-00:00,2021-01-01T10:00:00-00:00,1,2021-01-01,2,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2972.93,DAM,1
2021-01-01T14:00:00-00:00,2021-01-01T15:00:00-00:00,1,2021-01-01,7,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3252.93,DAM,1
2021-01-01T11:00:00-00:00,2021-01-01T12:00:00-00:00,1,2021-01-01,4,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3002.49,DAM,1
2021-01-02T03:00:00-00:00,2021-01-02T04:00:00-00:00,1,2021-01-01,20,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3218.18,DAM,1
2021-01-02T02:00:00-00:00,2021-01-02T03:00:00-00:00,1,2021-01-01,19,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3222.34,DAM,1
2021-01-01T15:00:00-00:00,2021-01-01T16:00:00-00:00,1,2021-01-01,8,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3195.57,DAM,1
2021-01-01T20:00:00-00:00,2021-01-01T21:00:00-00:00,1,2021-01-01,13,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2393.81,DAM,1
2021-01-01T21:00:00-00:00,2021-01-01T22:00:00-00:00,1,2021-01-01,14,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2390.63,DAM,1
