INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2021-02-02T03:00:00-00:00,2021-02-02T04:00:00-00:00,1,2021-02-01,20,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3267.65,DAM,1
2021-02-02T06:00:00-00:00,2021-02-02T07:00:00-00:00,1,2021-02-01,23,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2776.87,DAM,1
2021-02-01T17:00:00-00:00,2021-02-01T18:00:00-00:00,1,2021-02-01,10,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2833.01,DAM,1
2021-02-01T23:00:00-00:00,2021-02-02T00:00:00-00:00,1,2021-02-01,16,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2718.02,DAM,1
2021-02-02T07:00:00-00:00,2021-02-02T08:00:00-00:00,1,2021-02-01,24,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2680.64,DAM,1
2021-02-01T13:00:00-00:00,2021-02-01T14:00:00-00:00,1,2021-02-01,6,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3383.41,DAM,1
2021-02-02T04:00:00-00:00,2021-02-02T05:00:00-00:00,1,2021-02-01,21,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3162.45,DAM,1
2021-02-01T14:00:00-00:00,2021-02-01T15:00:00-00:00,1,2021-02-01,7,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3489.38,DAM,1
2021-02-02T00:00:00-00:00,2021-02-02T01:00:00-00:00,1,2021-02-01,17,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2976.98,DAM,1
2021-02-01T21:00:00-00:00,2021-02-01T22:00:00-00:00,1,2021-02-01,14,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2546.35,DAM,1
2021-02-02T01:00:00-00:00,2021-02-02T02:00:00-00:00,1,2021-02-01,18,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3291.37,DAM,1
2021-02-02T05:00:00-00:00,2021-02-02T06:00:00-00:00,1,2021-02-01,22,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2949.43,DAM,1
2021-02-01T16:00:00-00:00,2021-02-01T17:00:00-00:00,1,2021-02-01,9,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3077.78,DAM,1
2021-02-01T20:00:00-00:00,2021-02-01T21:00:00-00:00,1,2021-02-01,13,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2512.37,DAM,1
2021-02-02T02:00:00-00:00,2021-02-02T03:00:00-00:00,1,2021-02-01,19,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3361.93,DAM,1
2021-02-01T09:00:00-00:00,2021-02-01T10:00:00-00:00,1,2021-02-01,2,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2653.38,DAM,1
2021-02-01T10:00:00-00:00,2021-02-01T11:00:00-00:00,1,2021-02-01,3,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2683.7,DAM,1
2021-02-01T12:00:00-00:00,2021-02-01T13:00:00-00:00,1,2021-02-01,5,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3040.77,DAM,1
2021-02-01T19:00:00-00:00,2021-02-01T20:00:00-00:00,1,2021-02-01,12,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2548.61,DAM,1
2021-02-01T08:00:00-00:00,2021-02-01T09:00:00-00:00,1,2021-02-01,1,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2659.85,DAM,1
2021-02-01T11:00:00-00:00,2021-02-01T12:00:00-00:00,1,2021-02-01,4,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2787.4,DAM,1
2021-02-01T18:00:00-00:00,2021-02-01T19:00:00-00:00,1,2021-02-01,11,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2658.37,DAM,1
2021-02-01T22:00:00-00:00,2021-02-01T23:00:00-00:00,1,2021-02-01,15,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2596.62,DAM,1
2021-02-01T15:00:00-00:00,2021-02-01T16:00:00-00:00,1,2021-02-01,8,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3321.79,DAM,1
2021-02-02T04:00:00-00:00,2021-02-02T05:00:00-00:00,1,2021-02-01,21,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1238.52,DAM,2
2021-02-01T15:00:00-00:00,2021-02-01T16:00:00-00:00,1,2021-02-01,8,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1223.41,DAM,2
2021-02-02T01:00:00-00:00,2021-02-02T02:00:00-00:00,1,2021-02-01,18,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1255.64,DAM,2
2021-02-02T02:00:00-00:00,2021-02-02T03:00:00-00:00,1,2021-02-01,19,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1296.67,DAM,2
2021-02-02T07:00:00-00:00,2021-02-02T08:00:00-00:00,1,2021-02-01,24,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1001.47,DAM,2
2021-02-01T20:00:00-00:00,2021-02-01T21:00:00-00:00,1,2021-02-01,13,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1184.9,DAM,2
2021-02-01T09:00:00-00:00,2021-02-01T10:00:00-00:00,1,2021-02-01,2,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,905.15,DAM,2
2021-02-01T21:00:00-00:00,2021-02-01T22:00:00-00:00,1,2021-02-01,14,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1168.94,DAM,2
2021-02-01T22:00:00-00:00,2021-02-01T23:00:00-00:00,1,2021-02-01,15,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1157.74,DAM,2
2021-02-02T06:00:00-00:00,2021-02-02T07:00:00-00:00,1,2021-02-01,23,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1080.54,DAM,2
2021-02-01T12:00:00-00:00,2021-02-01T13:00:00-00:00,1,2021-02-01,5,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,941.87,DAM,2
2021-02-01T13:00:00-00:00,2021-02-01T14:00:00-00:00,1,2021-02-01,6,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1027.23,DAM,2
2021-02-01T19:00:00-00:00,2021-02-01T20:00:00-00:00,1,2021-02-01,12,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1196.44,DAM,2
2021-02-01T16:00:00-00:00,2021-02-01T17:00:00-00:00,1,2021-02-01,9,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1228.66,DAM,2
2021-02-01T17:00:00-00:00,2021-02-01T18:00:00-00:00,1,2021-02-01,10,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1218.13,DAM,2
2021-02-02T05:00:00-00:00,2021-02-02T06:00:00-00:00,1,2021-02-01,22,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1168.85,DAM,2
2021-02-01T14:00:00-00:00,2021-02-01T15:00:00-00:00,1,2021-02-01,7,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1158.65,DAM,2
2021-02-01T18:00:00-00:00,2021-02-01T19:00:00-00:00,1,2021-02-01,11,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1206.21,DAM,2
