INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2021-05-01T16:00:00-00:00,2021-05-01T17:00:00-00:00,1,2021-05-01,10,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2670.18,DAM,1
2021-05-02T02:00:00-00:00,2021-05-02T03:00:00-00:00,1,2021-05-01,20,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4143.71,DAM,1
2021-05-02T05:00:00-00:00,2021-05-02T06:00:00-00:00,1,2021-05-01,23,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3465.46,DAM,1
2021-05-01T20:00:00-00:00,2021-05-01T21:00:00-00:00,1,2021-05-01,14,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3563.81,DAM,1
2021-05-01T09:00:00-00:00,2021-05-01T10:00:00-00:00,1,2021-05-01,3,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2632.58,DAM,1
2021-05-01T23:00:00-00:00,2021-05-02T00:00:00-00:00,1,2021-05-01,17,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4336.69,DAM,1
2021-05-02T00:00:00-00:00,2021-05-02T01:00:00-00:00,1,2021-05-01,18,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4476.91,DAM,1
2021-05-01T12:00:00-00:00,2021-05-01T13:00:00-00:00,1,2021-05-01,6,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2491.35,DAM,1
2021-05-01T13:00:00-00:00,2021-05-01T14:00:00-00:00,1,2021-05-01,7,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2470.5,DAM,1
2021-05-02T01:00:00-00:00,2021-05-02T02:00:00-00:00,1,2021-05-01,19,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4369.47,DAM,1
2021-05-02T03:00:00-00:00,2021-05-02T04:00:00-00:00,1,2021-05-01,21,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3991.55,DAM,1
2021-05-02T06:00:00-00:00,2021-05-02T07:00:00-00:00,1,2021-05-01,24,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3178.74,DAM,1
2021-05-01T15:00:00-00:00,2021-05-01T16:00:00-00:00,1,2021-05-01,9,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2577.65,DAM,1
2021-05-01T22:00:00-00:00,2021-05-01T23:00:00-00:00,1,2021-05-01,16,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4088.82,DAM,1
2021-05-02T04:00:00-00:00,2021-05-02T05:00:00-00:00,1,2021-05-01,22,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3745.57,DAM,1
2021-05-01T18:00:00-00:00,2021-05-01T19:00:00-00:00,1,2021-05-01,12,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3023.82,DAM,1
2021-05-01T10:00:00-00:00,2021-05-01T11:00:00-00:00,1,2021-05-01,4,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2542.9,DAM,1
2021-05-01T11:00:00-00:00,2021-05-01T12:00:00-00:00,1,2021-05-01,5,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2502.22,DAM,1
2021-05-01T19:00:00-00:00,2021-05-01T20:00:00-00:00,1,2021-05-01,13,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3286.64,DAM,1
2021-05-01T07:00:00-00:00,2021-05-01T08:00:00-00:00,1,2021-05-01,1,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2977.43,DAM,1
2021-05-01T08:00:00-00:00,2021-05-01T09:00:00-00:00,1,2021-05-01,2,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2778.62,DAM,1
2021-05-01T14:00:00-00:00,2021-05-01T15:00:00-00:00,1,2021-05-01,8,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2508.38,DAM,1
2021-05-01T17:00:00-00:00,2021-05-01T18:00:00-00:00,1,2021-05-01,11,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2815.95,DAM,1
2021-05-01T21:00:00-00:00,2021-05-01T22:00:00-00:00,1,2021-05-01,15,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3848.52,DAM,1
2021-05-01T11:00:00-00:00,2021-05-01T12:00:00-00:00,1,2021-05-01,5,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1286.55,DAM,2
2021-05-01T09:00:00-00:00,2021-05-01T10:00:00-00:00,1,2021-05-01,3,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1340.44,DAM,2
2021-05-01T23:00:00-00:00,2021-05-02T00:00:00-00:00,1,2021-05-01,17,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1977.71,DAM,2
2021-05-01T13:00:00-00:00,2021-05-01T14:00:00-00:00,1,2021-05-01,7,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1276.4,DAM,2
2021-05-01T14:00:00-00:00,2021-05-01T15:00:00-00:00,1,2021-05-01,8,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1324.5,DAM,2
2021-05-02T06:00:00-00:00,2021-05-02T07:00:00-00:00,1,2021-05-01,24,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1525.91,DAM,2
2021-05-01T16:00:00-00:00,2021-05-01T17:00:00-00:00,1,2021-05-01,10,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1470.63,DAM,2
2021-05-01T18:00:00-00:00,2021-05-01T19:00:00-00:00,1,2021-05-01,12,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1564.28,DAM,2
2021-05-01T20:00:00-00:00,2021-05-01T21:00:00-00:00,1,2021-05-01,14,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1663.76,DAM,2
2021-05-01T12:00:00-00:00,2021-05-01T13:00:00-00:00,1,2021-05-01,6,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1295.11,DAM,2
2021-05-02T01:00:00-00:00,2021-05-02T02:00:00-00:00,1,2021-05-01,19,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1984.43,DAM,2
2021-05-01T10:00:00-00:00,2021-05-01T11:00:00-00:00,1,2021-05-01,4,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1303.83,DAM,2
2021-05-01T21:00:00-00:00,2021-05-01T22:00:00-00:00,1,2021-05-01,15,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1747.58,DAM,2
2021-05-02T00:00:00-00:00,2021-05-02T01:00:00-00:00,1,2021-05-01,18,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1999.27,DAM,2
2021-05-02T04:00:00-00:00,2021-05-02T05:00:00-00:00,1,2021-05-01,22,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1808.18,DAM,2
