INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2021-04-02T04:00:00-00:00,2021-04-02T05:00:00-00:00,1,2021-04-01,22,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3383.37,DAM,1
2021-04-01T21:00:00-00:00,2021-04-01T22:00:00-00:00,1,2021-04-01,15,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2972.32,DAM,1
2021-04-01T20:00:00-00:00,2021-04-01T21:00:00-00:00,1,2021-04-01,14,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2823.88,DAM,1
2021-04-02T03:00:00-00:00,2021-04-02T04:00:00-00:00,1,2021-04-01,21,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3556.08,DAM,1
2021-04-02T05:00:00-00:00,2021-04-02T06:00:00-00:00,1,2021-04-01,23,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3101.05,DAM,1
2021-04-02T06:00:00-00:00,2021-04-02T07:00:00-00:00,1,2021-04-01,24,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2837.02,DAM,1
2021-04-02T00:00:00-00:00,2021-04-02T01:00:00-00:00,1,2021-04-01,18,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3504.23,DAM,1
2021-04-02T01:00:00-00:00,2021-04-02T02:00:00-00:00,1,2021-04-01,19,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3564.85,DAM,1
2021-04-01T13:00:00-00:00,2021-04-01T14:00:00-00:00,1,2021-04-01,7,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2743.29,DAM,1
2021-04-01T15:00:00-00:00,2021-04-01T16:00:00-00:00,1,2021-04-01,9,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2680.96,DAM,1
