INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2021-12-01T12:00:00-00:00,2021-12-01T13:00:00-00:00,1,2021-12-01,5,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2796.09,DAM,1
2021-12-02T06:00:00-00:00,2021-12-02T07:00:00-00:00,1,2021-12-01,23,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2684.96,DAM,1
2021-12-01T23:00:00-00:00,2021-12-02T00:00:00-00:00,1,2021-12-01,16,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3001.18,DAM,1
2021-12-01T09:00:00-00:00,2021-12-01T10:00:00-00:00,1,2021-12-01,2,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2469.52,DAM,1
2021-12-02T00:00:00-00:00,2021-12-02T01:00:00-00:00,1,2021-12-01,17,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3320.42,DAM,1
2021-12-02T03:00:00-00:00,2021-12-02T04:00:00-00:00,1,2021-12-01,20,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3342.94,DAM,1
2021-12-02T05:00:00-00:00,2021-12-02T06:00:00-00:00,1,2021-12-01,22,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2973.85,DAM,1
2021-12-01T14:00:00-00:00,2021-12-01T15:00:00-00:00,1,2021-12-01,7,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3153.95,DAM,1
2021-12-01T15:00:00-00:00,2021-12-01T16:00:00-00:00,1,2021-12-01,8,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2973.54,DAM,1
2021-12-02T01:00:00-00:00,2021-12-02T02:00:00-00:00,1,2021-12-01,18,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3478.7,DAM,1
2021-12-01T18:00:00-00:00,2021-12-01T19:00:00-00:00,1,2021-12-01,11,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2401.36,DAM,1
2021-12-01T21:00:00-00:00,2021-12-01T22:00:00-00:00,1,2021-12-01,14,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2663.31,DAM,1
2021-12-02T07:00:00-00:00,2021-12-02T08:00:00-00:00,1,2021-12-01,24,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2545.96,DAM,1
2021-12-01T08:00:00-00:00,2021-12-01T09:00:00-00:00,1,2021-12-01,1,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2491.59,DAM,1
2021-12-01T11:00:00-00:00,2021-12-01T12:00:00-00:00,1,2021-12-01,4,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2574.6,DAM,1
2021-12-01T13:00:00-00:00,2021-12-01T14:00:00-00:00,1,2021-12-01,6,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3076.95,DAM,1
2021-12-02T04:00:00-00:00,2021-12-02T05:00:00-00:00,1,2021-12-01,21,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3207.46,DAM,1
2021-12-01T19:00:00-00:00,2021-12-01T20:00:00-00:00,1,2021-12-01,12,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2436.88,DAM,1
2021-12-01T20:00:00-00:00,2021-12-01T21:00:00-00:00,1,2021-12-01,13,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2543.26,DAM,1
2021-12-01T17:00:00-00:00,2021-12-01T18:00:00-00:00,1,2021-12-01,10,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2508.2,DAM,1
2021-12-02T02:00:00-00:00,2021-12-02T03:00:00-00:00,1,2021-12-01,19,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3450.27,DAM,1
2021-12-01T10:00:00-00:00,2021-12-01T11:00:00-00:00,1,2021-12-01,3,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2484.31,DAM,1
2021-12-01T16:00:00-00:00,2021-12-01T17:00:00-00:00,1,2021-12-01,9,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2716.03,DAM,1
2021-12-01T22:00:00-00:00,2021-12-01T23:00:00-00:00,1,2021-12-01,15,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2808.17,DAM,1
2021-12-01T11:00:00-00:00,2021-12-01T12:00:00-00:00,1,2021-12-01,4,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1389.44,DAM,2
