 08/05/2021,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Imports,3031,2992,3153,3280,3293,3294,3248,3253,3308,3282,3310,3320,3336,3291,3200,3203,3200,3286,3308,3344,3337,3393,3450,3487,3501,3557,3585,3648,3666,3573,3553,3560,3544,3550,3504,3532,3529,3505,3564,3593,3579,3584,3569,3589,3584,3575,3565,3553,3556,3550,3548,3516,3528,3549,3564,3564,3558,3566,3551,3544,3551,3532,3417,3446,3465,3504,3536,3542,3579,3616,3606,3621,3613,3545,3662,3461,3317,3105,2965,3274,3274,3297,3220,3082,3007,2985,3072,2988,2878,2750,2627,2489,2443,2335,2276,2169,2075,1969,2148,2023,1937,1829,1705,1721,1714,1653,1570,1534,1471,1450,1460,1407,1364,1366,1357,1376,1355,1335,1432,1369,1352,1339,1376,1305,1239,1220,1253,1227,1193,1165,1177,1178,1167,1187,1194,1141,1180,1190,1119,1088,1080,1062,1055,1031,968,1015,1033,1015,1003,1074,1062,1028,1023,1016,982,920,919,905,1009,1031,1031,922,927,885,896,885,830,836,835,885,884,892,853,839,864,876,815,763,769,783,782,784,939,926,891,890,907,888,930,915,900,905,943,966,955,990,1058,1097,1100,1114,1086,1129,1128,1151,1243,1221,1273,1321,1387,1416,1448,1478,1488,1531,1557,1573,1661,1732,1770,1888,1972,2087,2149,2130,2148,2140,2159,2309,2398,2450,2447,2504,2573,2656,2610,2640,2697,2683,2729,2743,2831,2807,2831,2770,2756,2817,2830,2888,2994,3105,3183,3238,3271,3230,3294,3303,3325,3385,3447,3436,3431,3434,3424,3353,3339,3399,3465,3532,3610,3679,3713,3712,3787,3827,3834,3894,3877,3856,3792,3869,3853,3867,3868,3861,3899,3905,3892,3969,3936
Natural gas,6341,6215,5923,5588,5512,5449,5411,5327,5180,5066,5001,4996,5080,5193,5114,5045,4997,5089,5083,5041,5020,5080,5157,5092,5032,4879,4691,4574,4547,4369,4319,4285,4285,4278,4296,4271,4276,4303,4392,4417,4411,4399,4385,4389,4383,4380,4372,4374,4365,4373,4454,4471,4457,4463,4445,4456,4454,4440,4437,4454,4461,4457,4365,4306,4308,4298,4288,4284,4291,4290,4315,4339,4375,4397,4373,4490,4446,4605,4602,4477,4648,4604,4610,4627,4622,4566,4526,4557,4578,4526,4423,4405,4274,4253,4197,4157,4122,4138,4299,4385,4413,4379,4324,4296,4332,4348,4346,4343,4316,4281,4287,4334,4347,4365,4374,4369,4386,4360,4468,4525,4534,4552,4603,4781,4787,4783,4744,4763,4818,4906,4915,4879,4914,4993,5186,5197,5195,5259,5183,5200,5251,5266,5284,5308,5333,5311,5414,5430,5417,5444,5463,5477,5512,5562,5587,5470,5479,5528,5577,5609,5649,5594,5598,5644,5680,5690,5632,5644,5718,5790,5779,5794,5875,5869,5917,5937,5992,6047,6047,6037,6046,6058,5913,6064,6109,6120,6143,6188,6163,6207,6279,6337,6380,6411,6327,6238,6218,6244,6327,6399,6470,6510,6574,6631,6743,6812,6714,6742,6820,6859,6949,6994,7100,7187,7273,7512,7694,7676,7718,7800,7882,8029,8121,8185,8380,8561,8709,8671,8748,8833,8792,8834,8851,8853,8892,8898,8879,8936,8899,8884,8780,8790,8800,8792,8800,8647,8574,8522,8332,8226,8148,8003,7884,7890,7777,7638,7608,7541,7474,7398,7310,7202,7147,7104,6997,6919,6777,6639,6575,6495,6437,6360,6209,6103,5987,5852,5749,5717,5744,5558,5424,5304,5243,5187,5151,5146,5064,4863,4748
Biogas,108,108,109,109,108,108,108,108,108,107,107,108,108,109,109,109,108,108,109,109,110,110,110,110,110,110,109,109,110,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,108,108,108,108,107,108,107,108,107,107,107,107,107,108,107,108,107,107,107,108,108,106,104,105,108,108,108,108,109,108,108,108,109,110,110,110,110,110,110,111,112,112,113,113,113,113,113,113,114,113,114,113,113,113,113,113,113,112,112,112,112,112,112,112,111,111,111,111,110,110,110,110,110,110,110,110,110,110,109,110,110,109,109,109,110,109,109,109,109,109,109,110,110,109,109,109,109,108,108,108,108,108,108,108,109,108,108,108,108,108,108,108,108,108,107,107,107,107,106,107,107,106,106,106,106,106,107,107,107,107,108,106,106,105,105,105,105,106,107,107,108,108,108,108,108,108,108,108,108,107,107,108,109,109,109,108,108,108,108,108,110,109,109,110,110,110,112,111,111,112,112,112,112,111,111,111,111,111,111,111,111,111,111,110,110,111,111,111,111,110,111,111,110,110,110,111,110,110,110,109,109,109,109,109,109,108,108,108,108,108,108,107,108,107,107,107,107,107,108,108,108,108,108,108,108,107,107,107,107,107,107,107,106
Biomass,135,136,136,135,134,134,134,134,134,132,132,133,133,134,133,133,133,133,133,134,134,135,134,134,135,135,134,134,134,134,134,133,134,135,134,134,134,134,134,135,135,135,134,134,135,135,134,134,135,134,134,134,135,135,134,134,133,134,133,134,135,134,134,135,135,135,134,135,135,135,135,135,136,137,137,138,138,138,138,138,138,138,139,139,138,137,138,138,138,138,139,139,139,140,141,142,143,143,144,144,143,143,143,143,144,143,144,144,144,144,144,145,143,143,143,143,144,144,144,144,144,143,142,143,141,140,140,140,141,142,141,142,141,141,139,138,138,139,139,139,140,140,141,141,142,142,142,142,142,142,141,142,140,141,141,141,141,141,141,140,139,140,139,139,140,140,140,140,140,139,139,140,140,138,138,138,138,138,137,137,137,136,137,137,137,137,137,141,145,144,144,143,143,142,143,144,146,147,147,147,140,140,139,139,139,140,144,145,146,145,146,147,146,146,145,146,148,146,141,141,142,142,144,142,143,144,145,144,143,143,143,143,143,143,143,143,143,144,144,143,143,143,142,143,143,143,142,142,142,142,142,142,140,140,140,140,140,139,140,140,140,140,139,139,138,137,138,137,137,136,136,136,135,135,135,137,138,137,137,137,135,135,136,135,134,135,135,135,134
Geothermal,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,8,8,8,8,8,8,8,8,8
Coal,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,12,12,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,10,11,11,12,12,11,10,10,11,11,11,11,11,11,11,10,11,11,11,11,11,12,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,10,10,10,10,10,10,9,10,10,9,9,9,9,9,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,11,12,11,11,11,10,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,12,12,12,12,12,12,11,11,11,12,12,12,12,12,12,12,12,12,11,12,12,11,12,11,12,12,12,11,11,11,12,11,11,11,11,11,12,12,12,11,12,12,12,12,13,13,13,13,13,13,12,12,12,13,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
