 06/15/2021,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Imports,3062,3185,3504,3729,3831,3898,3864,3845,3803,3759,3702,3711,3691,3664,3719,3757,3786,3869,3890,3872,3812,3802,3800,3792,3697,3662,3779,3736,3693,3676,3632,3605,3580,3604,3600,3633,3556,3557,3582,3569,3549,3530,3456,3444,3459,3426,3429,3428,3423,3425,3439,3475,3485,3449,3410,3416,3412,3410,3413,3416,3437,3437,3564,3592,3593,3647,3699,3715,3575,3578,3545,3540,3546,3592,3601,3533,3522,3454,3402,3388,3312,3266,3233,3185,3100,3054,3004,2851,2767,2638,2491,2355,2243,2142,2066,1966,1936,1892,1862,1810,1713,1625,1557,1552,1579,1526,1477,1483,1420,1336,1406,1333,1304,1210,1137,1133,1073,1036,1017,1008,969,948,947,928,943,877,875,869,817,780,766,704,721,859,1024,1025,1011,950,888,858,873,902,937,898,944,978,1121,1203,1210,1186,1255,1214,1183,1251,1247,1210,1183,1256,1361,1444,1448,1309,1382,1405,1353,1266,1201,1245,1248,1268,1293,1333,1338,1227,1336,1328,1285,1278,1262,1278,1226,1218,1242,1322,1347,1255,1267,1189,1145,1148,1138,1170,1227,1187,1079,1124,1220,1396,1555,1632,1812,1865,1845,1791,1724,1735,1797,1781,1793,1825,1878,1868,1743,1674,1807,1833,2065,2194,2171,2478,2483,2383,2450,2503,2458,2630,2673,2571,2613,2646,2912,2966,2984,3079,3047,3093,3095,3100,3159,3199,3163,3115,2987,2948,2900,3006,3059,3161,3177,3210,3252,3259,3216,3232,3361,3376,3386,3548,3613,3611,3623,3636,3623,3626,3570,3546,3653,3755,3793,3765,3746,3754,3715,3736,3726,3713,3776,3754,3420,3343,3335,3314,3298,3294,3307,3348,3323,3320,3281
Natural gas,5093,4946,4815,4664,4578,4458,4431,4425,4435,4442,4432,4386,4382,4356,4217,4103,4027,3910,3872,3858,3843,3820,3802,3771,3781,3762,3759,3695,3649,3614,3616,3638,3667,3680,3711,3735,3792,3831,3759,3734,3661,3583,3566,3572,3640,3620,3592,3588,3576,3561,3519,3510,3490,3496,3523,3516,3519,3522,3547,3580,3590,3651,3735,3772,3798,3803,3814,3832,3784,3659,3688,3670,3669,3654,3636,3625,3607,3632,3611,3559,3598,3608,3584,3558,3561,3522,3677,3675,3630,3613,3656,3650,3612,3592,3568,3564,3532,3557,3635,3681,3733,3777,3758,3796,3902,3971,3974,3949,3998,4033,4117,4195,4189,4235,4252,4221,4301,4320,4354,4412,4521,4537,4558,4624,4640,4779,4814,4828,4880,4871,4965,5007,5054,5046,4998,5073,5083,4899,4935,5029,5048,5066,5081,5156,5158,5156,5155,5164,5211,5245,5241,5242,5269,5182,5167,5270,5326,5397,5328,5248,5287,5247,5226,5281,5452,5635,5752,5763,5795,5805,5792,5808,5847,5854,5771,5844,5912,5948,6008,6195,6355,6407,6341,6270,6335,6424,6485,6670,6879,6956,6985,7014,7083,7186,7303,7362,7417,7420,7522,7663,7661,7711,7817,8124,8219,8369,8561,8591,8704,8884,8946,8887,8904,8948,8996,8992,9001,9102,9168,9234,9274,9328,9381,9485,9596,9621,9680,9850,9909,9798,9577,9574,9619,9602,9694,9663,9688,9720,9677,9579,9607,9624,9583,9552,9522,9457,9475,9445,9367,9269,9256,9196,9201,9155,9014,8907,8858,8619,8450,8330,8150,8101,8067,7939,7872,7788,7545,7273,7207,7141,7075,6979,6921,6811,6746,6670,6553,6584,6828,6872,6826,6762,6678,6567,6455,6325,6243,6198,6189
Biogas,107,107,108,108,109,109,109,109,109,109,109,109,109,109,109,109,109,110,110,110,110,110,110,111,111,111,110,110,110,110,110,110,110,110,110,110,110,110,110,110,109,109,108,108,108,108,108,108,107,108,108,108,107,107,107,107,107,107,107,107,107,107,107,106,106,106,106,106,105,105,105,105,105,105,106,106,106,105,105,100,101,101,101,101,101,101,101,101,100,100,101,100,100,100,100,101,101,101,101,101,100,95,93,93,93,93,93,93,94,93,93,93,93,93,93,93,93,96,93,93,93,93,93,93,93,93,93,93,94,95,95,97,98,99,99,99,99,99,99,99,99,100,101,101,101,102,101,101,101,101,101,101,101,101,100,100,100,100,100,100,101,102,102,102,100,101,101,101,101,101,102,101,101,102,102,102,103,103,103,104,106,106,106,106,107,106,106,106,107,107,107,107,107,107,108,107,108,106,106,106,106,107,108,108,109,108,107,108,107,108,109,108,109,109,109,109,109,109,110,110,110,110,110,110,110,108,108,108,109,110,110,110,111,111,111,111,111,111,111,111,111,111,111,111,111,110,110,111,110,110,110,110,111,111,112,111,111,111,111,111,110,110,110,109,109,109,109,107,107,107,107,108,107,107,107,107,107,107,107,106,106,105,105,105,105,105,105,105,106
Biomass,122,123,123,123,124,124,124,124,124,124,124,125,125,124,124,125,125,125,125,125,125,125,125,125,126,125,125,125,125,125,124,125,125,124,124,125,125,125,124,125,123,122,121,122,123,123,122,123,122,122,123,122,121,121,122,122,122,122,121,122,123,125,125,125,124,124,125,125,125,126,124,124,126,131,131,131,130,130,130,130,130,130,131,131,131,131,131,131,131,130,130,126,125,126,127,129,130,131,131,130,131,132,131,132,132,133,134,134,133,133,133,133,131,129,127,127,130,128,127,128,128,128,129,127,128,127,127,127,130,130,131,131,131,131,131,129,131,131,131,131,129,128,129,128,128,127,126,128,127,128,128,127,127,128,128,128,128,129,130,130,129,129,130,130,130,128,126,125,126,126,128,127,128,131,133,131,132,133,135,135,139,138,140,141,143,143,143,144,147,149,149,149,149,150,152,150,148,145,143,144,144,144,144,145,150,150,150,151,151,152,152,152,152,152,153,154,154,153,153,154,155,154,155,154,154,154,154,156,156,155,154,153,153,153,153,152,151,150,149,149,150,152,152,152,150,151,151,151,151,151,151,150,149,149,151,150,150,151,150,150,151,150,150,148,148,144,142,140,138,139,140,139,137,137,136,136,138,135,135,134,132,132,132,133,133,133,133,133,133
Geothermal,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Coal,14,15,15,15,15,15,16,16,15,15,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,16,16,16,16,16,15,14,14,14,14,15,15,15,15,14,14,14,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,16,15,15,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,15,14,15,14,15,15,14,14,14,14,14,14,14,14,14,15,15,15,14,15,15,14,15,15,15,16,16,16,16,16,16,16,17,16,16,16,16,16,16,17,16,16,16,16,16,16,16,16,17,17,17,16,17,17,17,17,17,17,18,17,17,17,18,18,18,18,17,17,17,17,17,18,19,19,19,19,19,19,19,19,19,18,18,19,19,19,19,19,19,19,20,20,19,19,19,19,19,19,19,19,20,20,19,19,19,20,20,19,19,20,20,20,19,20,20,19,19,19,19,19,19,19,19,18,17,18,18,17,17,17,16,16,16,16,17,17,17,16,15,15,15,15,15,15,16,17,17,17,15,15,14,14,14,14,14,14,15
