 08/10/2021,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Imports,3380,3378,3459,3502,3457,3443,3465,3484,3507,3431,3436,3434,3465,3453,3405,3369,3364,3411,3494,3525,3568,3540,3537,3515,3482,3449,3371,3317,3309,3335,3319,3309,3320,3320,3329,3352,3343,3285,3305,3317,3298,3392,3409,3389,3370,3389,3386,3375,3379,3369,3330,3342,3326,3344,3386,3417,3419,3439,3459,3469,3475,3495,3472,3518,3541,3553,3551,3582,3611,3647,3675,3744,3784,3791,3709,3750,3791,3806,3807,3804,3795,3760,3707,3666,3669,3622,3633,3545,3451,3342,3270,3220,3141,3116,3112,3101,3109,3113,3145,3075,3026,2876,2795,2731,2650,2590,2556,2589,2587,2533,2547,2576,2572,2518,2514,2443,2405,2323,2277,2284,2222,2199,2114,2119,2159,2142,2092,2071,1954,1895,1884,1841,1801,1752,1858,1850,1846,1797,1671,1653,1627,1638,1674,1653,1594,1573,1576,1518,1496,1486,1465,1453,1481,1463,1529,1474,1562,1567,1627,1618,1574,1568,1593,1558,1457,1465,1458,1454,1481,1544,1606,1624,1624,1557,1560,1597,1619,1660,1660,1661,1659,1710,1726,1847,1890,1955,2014,2009,2051,2100,2119,2056,2087,2095,2136,2160,2230,2265,2219,2298,2303,2236,2207,2209,2238,2235,2215,2267,2302,2298,2341,2354,2340,2361,2385,2454,2505,2564,2495,2535,2609,2690,2757,2829,2889,2901,2954,3040,3113,3160,3182,3225,3246,3289,3280,3265,3295,3298,3314,3454,3444,3471,3572,3558,3560,3550,3541,3591,3681,3683,3687,3726,3769,3624,3268,3241,3265,3353,3379,3487,3693,3702,3744,3747,3777,3764,3778,3827,3829,3808,3824,3861,3877,3938,3957,3932,3827,3646,3451,3306,3262,3278,3307,3363,3366,3433,3431,3421,3452
Natural gas,5750,5744,5806,5718,5671,5610,5541,5478,5419,5452,5400,5328,5249,5267,5342,5342,5287,5249,5334,5349,5314,5288,5232,5218,5199,5181,4951,4878,4838,4770,4748,4753,4703,4668,4658,4611,4537,4617,4845,4910,4876,4868,4903,4931,4973,4967,4989,5003,4994,4997,4893,4811,4853,4879,4897,4899,4914,4915,4909,4937,4943,4951,4949,4915,4926,4941,4945,4962,5002,5003,5026,5022,5027,5086,5128,5058,5055,5056,5070,5057,5037,5032,5018,5020,5022,5030,5032,4998,4961,4909,4855,4755,4646,4588,4519,4474,4381,4417,4779,4825,4869,4861,4876,4911,4885,4878,4840,4819,4832,4882,4965,5000,4968,4941,4941,4972,4992,5002,4980,4975,4963,4958,4954,4936,4972,4969,5066,5083,5130,5094,5176,5272,5412,5447,5550,5585,5563,5704,5761,5807,5853,5895,5817,5895,6038,6088,6065,6044,5980,6119,6226,6272,6283,6364,6439,6411,6375,6410,6458,6610,6724,6685,6705,6765,6753,6868,7051,7162,7216,7248,7273,7283,7354,7597,7651,7723,7917,7893,7963,8009,8058,8139,8188,8046,7976,8095,8157,8201,8334,8444,8527,8685,8765,8837,8876,8879,8918,9007,9030,8991,8924,8833,8894,9047,9125,9056,8861,8814,8859,8922,8929,9051,9321,9437,9575,9596,9657,9648,9792,9894,10061,10109,10162,10252,10356,10401,10421,10484,10548,10618,10540,10533,10592,10541,10415,10406,10380,10372,10308,10151,10070,10032,9960,9906,9826,9718,9640,9673,9634,9548,9591,9523,9413,9496,9494,9392,9348,9339,9276,9194,8586,8365,8395,8323,8131,8067,7944,7794,7743,7623,7535,7520,7331,7155,7021,6933,6886,6881,6861,6858,6746,6631,6504,6488,6310,6237,6218,6141,6029
Biogas,106,107,108,109,109,109,109,109,109,109,109,109,109,109,110,110,109,110,110,110,111,111,111,111,111,112,111,112,112,111,111,111,111,111,111,111,110,111,111,110,110,110,110,110,110,110,110,110,109,109,110,109,110,110,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,108,107,107,108,107,107,107,106,106,106,107,107,107,107,107,106,106,107,107,107,107,108,109,110,110,109,109,108,108,109,109,109,109,109,109,110,110,109,109,109,109,109,109,109,109,108,108,108,110,109,109,109,109,109,109,109,109,110,109,109,109,108,108,108,108,109,109,109,109,109,109,109,108,107,106,107,108,107,107,107,107,108,107,107,107,107,107,107,107,107,107,108,109,109,109,108,109,110,109,110,111,110,111,112,111,112,112,112,113,112,112,113,113,113,113,113,114,113,113,110,111,111,111,112,111,111,111,111,111,111,112,111,111,111,112,112,112,112,112,113,113,112,111,112,113,114,113,116,116,116,116,116,116,116,116,117,117,117,117,117,117,117,117,117,117,117,116,116,116,115,115,115,115,115,115,114,115,114,114,114,114,114,114,114,114,113,113,112,111,111,111,111,111,111,110,110,110,110,110,109,109,109,109,109,109,108,108,108,108,109,109,110,110,110,110
Biomass,126,129,130,133,135,137,137,137,137,138,138,137,137,138,138,138,137,138,138,138,139,139,138,138,139,139,140,139,139,138,139,137,137,138,138,138,138,138,137,136,135,136,136,137,137,137,137,138,137,138,138,138,138,138,138,138,139,139,138,138,138,138,138,137,138,138,137,138,138,138,139,139,139,140,140,139,139,139,138,140,140,138,138,138,139,139,140,140,140,140,140,139,138,139,139,141,142,140,141,140,138,138,139,139,139,138,138,140,140,139,142,141,144,143,144,143,144,143,144,144,143,144,145,145,145,144,143,145,146,146,147,147,147,146,146,146,145,144,144,144,145,144,145,146,147,148,147,148,148,148,148,148,148,147,148,148,148,148,149,149,147,145,145,145,145,146,148,148,147,149,150,150,152,152,153,153,153,154,154,154,156,155,156,155,155,156,156,156,157,158,158,158,159,158,158,159,159,159,159,159,158,158,159,151,151,150,150,150,150,150,150,150,151,151,151,150,150,151,150,151,151,152,151,151,152,151,151,150,150,150,150,150,150,153,154,154,154,155,154,155,155,155,156,155,154,154,155,154,155,155,154,155,154,153,153,153,153,152,153,152,150,148,148,148,146,145,145,145,145,144,142,141,140,138,136,135,134,135,134,134,134,133,134,134,135,136,136,136,136
Geothermal,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Coal,13,13,13,13,13,13,14,14,13,14,14,13,14,14,14,14,13,14,14,13,14,14,13,14,14,14,14,14,14,13,13,13,14,14,14,14,14,14,14,14,14,15,14,14,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,15,14,14,14,14,14,14,14,14,14,13,13,13,13,14,13,14,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,14,13,14,14,13,13,13,13,13,13,13,13,13,14,14,14,13,13,14,13,13,13,14,13,13,14,13,13,13,13,13,13,13,13,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13,13,13,12,13,13,13,14,13,14,13,13,14,14,14,13,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,14,14,15,15,15,15,15,15,16,15,15,16,16,16,15,15,14,15,15,15,15,14,15,16,16,17,16,16,16,16,16,16,16,16,16,16,17,17,16,16,16,16,16,16,16,16,15,15,15,15,15,14,14,14,14,14,14,15,15,15,14,14,14,14,14,14,14,15,14,15,15,15,15,16,15,15,15,14,14,14,14,15,15,15,15,14,14,14,14,15,15,14,15
